========================================================================
 Idle-RPG 100% 官方正版實機 AI 玩家 500 小時真實遊玩細節日誌 (.TXT Dump)
 生成時間: 2026/7/29 下午11:11:31
 時間加速倍率: 239,680x
 最終角色等級: Lv.11 (轉生 0)
 最終最高關卡: Stage 4
 最終面板 DPS: 0
========================================================================

[第1天 00:00:01] 🎮 [COMBAT] AI 玩家進入無限征途世界 -- 創建全新角色 Lv.1，穿著初始基礎裝備進入 Stage 1 關卡。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 00:00:05] ⚔️ [COMBAT] 揮刀發動第一波普通打怪戰鬥 -- 對 Stage 1 野外小怪進行持續打怪與經驗/金幣積攢。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.5 | 目前面板 DPS: 1,000 | 金幣總額: 589.43K | 【頂欄資源: 💰金幣:589.43K, 🧩裝備碎片:5,603, ✨魔塵:0, ✡️太古精華:3, 🌱魔神之種:0, 📜附魔書:0】
[第14天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 233.55M | 【頂欄資源: 💰金幣:233.55M, 🧩裝備碎片:1.71M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
[第14天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 234.35M | 【頂欄資源: 💰金幣:234.35M, 🧩裝備碎片:1.71M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
[第14天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 235.26M | 【頂欄資源: 💰金幣:235.26M, 🧩裝備碎片:1.72M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
[第14天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 236.26M | 【頂欄資源: 💰金幣:236.26M, 🧩裝備碎片:1.72M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
[第14天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 237.35M | 【頂欄資源: 💰金幣:237.35M, 🧩裝備碎片:1.73M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
[第14天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 237.98M | 【頂欄資源: 💰金幣:237.98M, 🧩裝備碎片:1.73M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:20】
[第14天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 238.65M | 【頂欄資源: 💰金幣:238.65M, 🧩裝備碎片:1.74M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:20】
[第14天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 239.46M | 【頂欄資源: 💰金幣:239.46M, 🧩裝備碎片:1.74M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:20】
[第14天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 240.34M | 【頂欄資源: 💰金幣:240.34M, 🧩裝備碎片:1.75M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:20】
[第14天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 241.16M | 【頂欄資源: 💰金幣:241.16M, 🧩裝備碎片:1.75M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:21】
[第14天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 241.65M | 【頂欄資源: 💰金幣:241.65M, 🧩裝備碎片:1.76M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:21】
[第14天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 242.28M | 【頂欄資源: 💰金幣:242.28M, 🧩裝備碎片:1.77M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:21】
[第14天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 242.97M | 【頂欄資源: 💰金幣:242.97M, 🧩裝備碎片:1.77M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:21】
[第14天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 243.73M | 【頂欄資源: 💰金幣:243.73M, 🧩裝備碎片:1.78M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:21】
[第14天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 244.57M | 【頂欄資源: 💰金幣:244.57M, 🧩裝備碎片:1.78M, ✨魔塵:0, ✡️太古精華:89, 🌱魔神之種:0, 📜附魔書:21】
[第14天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 245.43M | 【頂欄資源: 💰金幣:245.43M, 🧩裝備碎片:1.79M, ✨魔塵:0, ✡️太古精華:90, 🌱魔神之種:0, 📜附魔書:21】
[第14天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 245.92M | 【頂欄資源: 💰金幣:245.92M, 🧩裝備碎片:1.79M, ✨魔塵:0, ✡️太古精華:90, 🌱魔神之種:0, 📜附魔書:21】
[第14天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 246.60M | 【頂欄資源: 💰金幣:246.60M, 🧩裝備碎片:1.80M, ✨魔塵:0, ✡️太古精華:90, 🌱魔神之種:0, 📜附魔書:21】
[第14天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 247.37M | 【頂欄資源: 💰金幣:247.37M, 🧩裝備碎片:1.80M, ✨魔塵:0, ✡️太古精華:90, 🌱魔神之種:0, 📜附魔書:21】
[第14天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 248.27M | 【頂欄資源: 💰金幣:248.27M, 🧩裝備碎片:1.81M, ✨魔塵:0, ✡️太古精華:91, 🌱魔神之種:0, 📜附魔書:21】
[第14天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 249.30M | 【頂欄資源: 💰金幣:249.30M, 🧩裝備碎片:1.81M, ✨魔塵:0, ✡️太古精華:92, 🌱魔神之種:0, 📜附魔書:21】
[第14天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 12 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 250.45M | 【頂欄資源: 💰金幣:250.45M, 🧩裝備碎片:1.82M, ✨魔塵:0, ✡️太古精華:92, 🌱魔神之種:0, 📜附魔書:21】
[第15天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 13 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 251.71M | 【頂欄資源: 💰金幣:251.71M, 🧩裝備碎片:1.82M, ✨魔塵:0, ✡️太古精華:92, 🌱魔神之種:0, 📜附魔書:21】
[第15天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 252.62M | 【頂欄資源: 💰金幣:252.62M, 🧩裝備碎片:1.83M, ✨魔塵:0, ✡️太古精華:92, 🌱魔神之種:0, 📜附魔書:21】
[第15天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 253.34M | 【頂欄資源: 💰金幣:253.34M, 🧩裝備碎片:1.84M, ✨魔塵:0, ✡️太古精華:92, 🌱魔神之種:0, 📜附魔書:21】
[第15天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 254.16M | 【頂欄資源: 💰金幣:254.16M, 🧩裝備碎片:1.84M, ✨魔塵:0, ✡️太古精華:92, 🌱魔神之種:0, 📜附魔書:21】
[第15天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 255.08M | 【頂欄資源: 💰金幣:255.08M, 🧩裝備碎片:1.85M, ✨魔塵:0, ✡️太古精華:93, 🌱魔神之種:0, 📜附魔書:21】
[第15天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 256.16M | 【頂欄資源: 💰金幣:256.16M, 🧩裝備碎片:1.85M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 256.62M | 【頂欄資源: 💰金幣:256.62M, 🧩裝備碎片:1.86M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 257.22M | 【頂欄資源: 💰金幣:257.22M, 🧩裝備碎片:1.86M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 257.98M | 【頂欄資源: 💰金幣:257.98M, 🧩裝備碎片:1.87M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 258.83M | 【頂欄資源: 💰金幣:258.83M, 🧩裝備碎片:1.87M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 259.78M | 【頂欄資源: 💰金幣:259.78M, 🧩裝備碎片:1.88M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 260.79M | 【頂欄資源: 💰金幣:260.79M, 🧩裝備碎片:1.88M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 261.87M | 【頂欄資源: 💰金幣:261.87M, 🧩裝備碎片:1.89M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 263.00M | 【頂欄資源: 💰金幣:263.00M, 🧩裝備碎片:1.90M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 263.94M | 【頂欄資源: 💰金幣:263.94M, 🧩裝備碎片:1.90M, ✨魔塵:0, ✡️太古精華:94, 🌱魔神之種:0, 📜附魔書:21】
[第15天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 264.59M | 【頂欄資源: 💰金幣:264.59M, 🧩裝備碎片:1.91M, ✨魔塵:0, ✡️太古精華:95, 🌱魔神之種:0, 📜附魔書:21】
[第15天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 265.36M | 【頂欄資源: 💰金幣:265.36M, 🧩裝備碎片:1.91M, ✨魔塵:0, ✡️太古精華:95, 🌱魔神之種:0, 📜附魔書:21】
[第15天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 266.21M | 【頂欄資源: 💰金幣:266.21M, 🧩裝備碎片:1.92M, ✨魔塵:0, ✡️太古精華:95, 🌱魔神之種:0, 📜附魔書:21】
[第15天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 267.17M | 【頂欄資源: 💰金幣:267.17M, 🧩裝備碎片:1.92M, ✨魔塵:0, ✡️太古精華:95, 🌱魔神之種:0, 📜附魔書:21】
[第15天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 268.20M | 【頂欄資源: 💰金幣:268.20M, 🧩裝備碎片:1.93M, ✨魔塵:0, ✡️太古精華:95, 🌱魔神之種:0, 📜附魔書:21】
[第15天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 269.28M | 【頂欄資源: 💰金幣:269.28M, 🧩裝備碎片:1.93M, ✨魔塵:0, ✡️太古精華:97, 🌱魔神之種:0, 📜附魔書:21】
[第15天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 269.82M | 【頂欄資源: 💰金幣:269.82M, 🧩裝備碎片:1.94M, ✨魔塵:0, ✡️太古精華:97, 🌱魔神之種:0, 📜附魔書:21】
[第15天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 270.49M | 【頂欄資源: 💰金幣:270.49M, 🧩裝備碎片:1.94M, ✨魔塵:0, ✡️太古精華:97, 🌱魔神之種:0, 📜附魔書:21】
[第15天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 271.27M | 【頂欄資源: 💰金幣:271.27M, 🧩裝備碎片:1.95M, ✨魔塵:0, ✡️太古精華:97, 🌱魔神之種:0, 📜附魔書:21】
[第16天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 272.16M | 【頂欄資源: 💰金幣:272.16M, 🧩裝備碎片:1.96M, ✨魔塵:0, ✡️太古精華:100, 🌱魔神之種:0, 📜附魔書:21】
[第16天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 273.17M | 【頂欄資源: 💰金幣:273.17M, 🧩裝備碎片:1.96M, ✨魔塵:0, ✡️太古精華:100, 🌱魔神之種:0, 📜附魔書:22】
[第16天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 273.69M | 【頂欄資源: 💰金幣:273.69M, 🧩裝備碎片:1.97M, ✨魔塵:0, ✡️太古精華:100, 🌱魔神之種:0, 📜附魔書:22】
[第16天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 274.26M | 【頂欄資源: 💰金幣:274.26M, 🧩裝備碎片:1.97M, ✨魔塵:0, ✡️太古精華:100, 🌱魔神之種:0, 📜附魔書:22】
[第16天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 275.00M | 【頂欄資源: 💰金幣:275.00M, 🧩裝備碎片:1.98M, ✨魔塵:0, ✡️太古精華:100, 🌱魔神之種:0, 📜附魔書:22】
[第16天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 275.83M | 【頂欄資源: 💰金幣:275.83M, 🧩裝備碎片:1.98M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 276.37M | 【頂欄資源: 💰金幣:276.37M, 🧩裝備碎片:1.99M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 276.96M | 【頂欄資源: 💰金幣:276.96M, 🧩裝備碎片:1.99M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 277.63M | 【頂欄資源: 💰金幣:277.63M, 🧩裝備碎片:2.00M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 278.38M | 【頂欄資源: 💰金幣:278.38M, 🧩裝備碎片:2.00M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 279.25M | 【頂欄資源: 💰金幣:279.25M, 🧩裝備碎片:2.01M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 279.86M | 【頂欄資源: 💰金幣:279.86M, 🧩裝備碎片:2.01M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 280.46M | 【頂欄資源: 💰金幣:280.46M, 🧩裝備碎片:2.02M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 281.17M | 【頂欄資源: 💰金幣:281.17M, 🧩裝備碎片:2.03M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 281.96M | 【頂欄資源: 💰金幣:281.96M, 🧩裝備碎片:2.03M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 282.79M | 【頂欄資源: 💰金幣:282.79M, 🧩裝備碎片:2.04M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 283.49M | 【頂欄資源: 💰金幣:283.49M, 🧩裝備碎片:2.04M, ✨魔塵:0, ✡️太古精華:101, 🌱魔神之種:0, 📜附魔書:22】
[第16天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 284.02M | 【頂欄資源: 💰金幣:284.02M, 🧩裝備碎片:2.05M, ✨魔塵:0, ✡️太古精華:102, 🌱魔神之種:0, 📜附魔書:22】
[第16天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 284.70M | 【頂欄資源: 💰金幣:284.70M, 🧩裝備碎片:2.05M, ✨魔塵:0, ✡️太古精華:102, 🌱魔神之種:0, 📜附魔書:22】
[第16天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 285.48M | 【頂欄資源: 💰金幣:285.48M, 🧩裝備碎片:2.06M, ✨魔塵:0, ✡️太古精華:102, 🌱魔神之種:0, 📜附魔書:22】
[第16天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 286.32M | 【頂欄資源: 💰金幣:286.32M, 🧩裝備碎片:2.06M, ✨魔塵:0, ✡️太古精華:102, 🌱魔神之種:0, 📜附魔書:22】
[第16天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 287.28M | 【頂欄資源: 💰金幣:287.28M, 🧩裝備碎片:2.07M, ✨魔塵:0, ✡️太古精華:103, 🌱魔神之種:0, 📜附魔書:24】
[第16天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 288.34M | 【頂欄資源: 💰金幣:288.34M, 🧩裝備碎片:2.07M, ✨魔塵:0, ✡️太古精華:103, 🌱魔神之種:0, 📜附魔書:24】
[第16天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 288.90M | 【頂欄資源: 💰金幣:288.90M, 🧩裝備碎片:2.08M, ✨魔塵:0, ✡️太古精華:103, 🌱魔神之種:0, 📜附魔書:24】
[第17天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 289.50M | 【頂欄資源: 💰金幣:289.50M, 🧩裝備碎片:2.09M, ✨魔塵:0, ✡️太古精華:103, 🌱魔神之種:0, 📜附魔書:24】
[第17天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 290.26M | 【頂欄資源: 💰金幣:290.26M, 🧩裝備碎片:2.09M, ✨魔塵:0, ✡️太古精華:104, 🌱魔神之種:0, 📜附魔書:24】
[第17天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 291.08M | 【頂欄資源: 💰金幣:291.08M, 🧩裝備碎片:2.10M, ✨魔塵:0, ✡️太古精華:104, 🌱魔神之種:0, 📜附魔書:24】
[第17天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 291.97M | 【頂欄資源: 💰金幣:291.97M, 🧩裝備碎片:2.10M, ✨魔塵:0, ✡️太古精華:104, 🌱魔神之種:0, 📜附魔書:24】
[第17天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 292.98M | 【頂欄資源: 💰金幣:292.98M, 🧩裝備碎片:2.11M, ✨魔塵:0, ✡️太古精華:105, 🌱魔神之種:0, 📜附魔書:24】
[第17天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 12 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 294.09M | 【頂欄資源: 💰金幣:294.09M, 🧩裝備碎片:2.11M, ✨魔塵:0, ✡️太古精華:105, 🌱魔神之種:0, 📜附魔書:24】
[第17天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 295.16M | 【頂欄資源: 💰金幣:295.16M, 🧩裝備碎片:2.12M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:24】
[第17天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 295.87M | 【頂欄資源: 💰金幣:295.87M, 🧩裝備碎片:2.12M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:24】
[第17天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 296.76M | 【頂欄資源: 💰金幣:296.76M, 🧩裝備碎片:2.13M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:24】
